SentenceIndex	DocumentId	Entity	Relation	Slotfill	Correct	Incorrect	Sentence
21146	XIN_ENG_20071017.0453.LDC2009T13	EU president-12	nationality	eu-11	1		At the informal summit, hosted annually by the incumbent EU president in autumn, national leaders will look at the Reform Treaty prepared by the intergovernmental conference (IGC) according to the guidelines set out by the leaders after a marathon meeting in June.
21147	XIN_ENG_20071017.0453.LDC2009T13	Dutch voters-26	nationality	dutch-25	1		The treaty will replace the controversial Constitutional Treaty, which was signed by EU states in 2004 but was permanently frozen after French and Dutch voters gave it a thumbs-down in 2005.
21152	XIN_ENG_20071017.0453.LDC2009T13	Jose Manuel Barroso, president of the European Commission, the executive arm of the EU-33	jobTitle	president-22	1		We need more efficient and democratic decision-making to deliver policy results that benefit our citizens," Jose Manuel Barroso, president of the European Commission, the executive arm of the EU, said Wednesday.
21166	XIN_ENG_20071017.0453.LDC2009T13	EU higher representative-5	nationality	eu-3	1		- an EU higher representative for foreign and security policy.
21185	XIN_ENG_20071017.0453.LDC2009T13	German students-11	nationality	german-10	1		Austria, which complains about a big influx of German students in its medical schools, demands certain limits on the number of foreign students who could be enrolled in its universities.
21223	XIN_ENG_20071031.0246.LDC2009T13	Sri Lankan President Mahinda Rajapakse-5	jobTitle	president-3	1		Sri Lankan President Mahinda Rajapakse decided to revoke with immediate effect a gazette notification issued earlier on Wednesday imposing a military news censorship, a top official said Wednesday.
21223	XIN_ENG_20071031.0246.LDC2009T13	Sri Lankan President Mahinda Rajapakse-5	nationality	sri lankan-2	1		Sri Lankan President Mahinda Rajapakse decided to revoke with immediate effect a gazette notification issued earlier on Wednesday imposing a military news censorship, a top official said Wednesday.
21254	XIN_ENG_20071102.0034.LDC2009T13	Osaka Securities Exchange-5	city	osaka-3	1		On the Osaka Securities Exchange, the near-term December Nikkei 225 index futures contract plunged 420 points to 16,490.
21372	XIN_ENG_20080103.0146.LDC2009T13	seed Lleyton Hewitt of Australia-6	nationality	australia-6	1		Top seed Lleyton Hewitt of Australia scored an identical 6-2 to beat Argentine Jose Acasuso to make the last eight of the Adelaide International on Thursday.
21372	XIN_ENG_20080103.0146.LDC2009T13	Argentine Jose Acasuso-15	nationality	argentine-13	1		Top seed Lleyton Hewitt of Australia scored an identical 6-2 to beat Argentine Jose Acasuso to make the last eight of the Adelaide International on Thursday.
21373	XIN_ENG_20080103.0146.LDC2009T13	Jo-Wilfried Tsonga of France-23	nationality	france-23	1		The former world No. 1 wrapped up the victory in just 62 minutes to set up a meeting against Jo-Wilfried Tsonga of France who beat Latvian teenager Ernests Gulbis 6-3 and 6-2.
21373	XIN_ENG_20080103.0146.LDC2009T13	Latvian teenager Ernests-28	nationality	latvian-26	1		The former world No. 1 wrapped up the victory in just 62 minutes to set up a meeting against Jo-Wilfried Tsonga of France who beat Latvian teenager Ernests Gulbis 6-3 and 6-2.
21405	XIN_ENG_20080116.0201.LDC2009T13	Lebanese president-32	nationality	lebanese-31	1		The Arab plan, which was approved at an Arab foreign ministers' meeting earlier this month, aimed at immediately electing Lebanese Army Commander Gen. Michel Suleiman as Lebanese president, proceeding to forming a national unity government and drafting a new electoral law.
21411	XIN_ENG_20080121.0064.LDC2009T13	Shenzhen Stock Exchange-9	city	shenzhen-7	1		The Shenzhen Component Index on the Shenzhen Stock Exchange closed at 17,210.93 points Monday, down 920.45 points, or 5.08 percent, from the previous close.
21423	XIN_ENG_20080124.0166.LDC2009T13	NATO Secretary General Jaap de Hoop Scheffer-7	jobTitle	secretary general-3	1		NATO Secretary General Jaap de Hoop Scheffer on Thursday extended condolences over the crash of a Polish military plane which killed 20 people.
21450	XIN_ENG_20080204.0266.LDC2009T13	President Tadic-3	jobTitle	president-2	1		"President Tadic promised voters a European future for Serbia.
21461	XIN_ENG_20080214.0317.LDC2009T13	Philippine President Gloria Macapagal-Arroyo-4	jobTitle	president-2	1		Philippine President Gloria Macapagal-Arroyo was faced with assassination threats from militant groups, officials said on Thursday.
21461	XIN_ENG_20080214.0317.LDC2009T13	Philippine President Gloria Macapagal-Arroyo-4	nationality	philippine-1	1		Philippine President Gloria Macapagal-Arroyo was faced with assassination threats from militant groups, officials said on Thursday.
21463	XIN_ENG_20080214.0317.LDC2009T13	President Arroyo-2	jobTitle	president-1	1		President Arroyo was supposed to attend the homecoming of Philippine Military Academy graduates in the "summer capital" on Saturday.
21463	XIN_ENG_20080214.0317.LDC2009T13	Philippine Military Academy graduates-13	nationality	philippine-10	1		President Arroyo was supposed to attend the homecoming of Philippine Military Academy graduates in the "summer capital" on Saturday.
21465	XIN_ENG_20080214.0317.LDC2009T13	President Arroyo-20	jobTitle	president-19	1		Prestoza said intelligence information from the Philippine National Police (PNP) warned of threats not only to President Arroyo but also to other government officials.
21509	XIN_ENG_20080221.0277.LDC2009T13	U.S. President George W. Bush-5	jobTitle	president-2	1		U.S. President George W. Bush promised U.S. support for Liberia's recovery from a crippling civil war as he visited Thursday the staunchest ally of America in Africa, on the fifth and final stop of his trip to the continent.
21509	XIN_ENG_20080221.0277.LDC2009T13	U.S. President George W. Bush-5	nationality	u.s.-1	1		U.S. President George W. Bush promised U.S. support for Liberia's recovery from a crippling civil war as he visited Thursday the staunchest ally of America in Africa, on the fifth and final stop of his trip to the continent.
21511	XIN_ENG_20080221.0277.LDC2009T13	U.S. president-12	nationality	u.s.-11	1		It was the first visit in 30 years by a U.S. president to Liberia, which, being Africa's first republic founded by freed slaves from America in 1847, has close ties with the United States.
21514	XIN_ENG_20080221.0277.LDC2009T13	Liberian school children-14	nationality	liberian-12	1		The U.S. First Lady Laura Bush pledged to about a dozen Liberian school children she met at the foreign affairs ministry offices that "We American people are going to do everything we can to help Liberians overcome the challenges they are facing."
21514	XIN_ENG_20080221.0277.LDC2009T13	U.S. First Lady Laura Bush-6	nationality	u.s.-2	1		The U.S. First Lady Laura Bush pledged to about a dozen Liberian school children she met at the foreign affairs ministry offices that "We American people are going to do everything we can to help Liberians overcome the challenges they are facing."
21516	XIN_ENG_20080221.0277.LDC2009T13	U.S. president-3	nationality	u.s.-2	1		The U.S. president noted that the United States, partnering with the United Nations, has been working to train a new Liberian armed forces after the latest gruesome fighting claimed some 200, 000 lives.
21542	XIN_ENG_20080225.0040.LDC2009T13	Shenzhen Stock Exchange-9	city	shenzhen-7	1		The Shenzhen Component Index on the Shenzhen Stock Exchange closed at 15,486.67 Monday, down 692.85 points, or 4.28 percent, from the previous close.
21604	XIN_ENG_20080413.0219.LDC2009T13	Buddhist Shaolin monks-9	religion	buddhist-7	1		In the creative pantomime, 17 Buddhist Shaolin monks will make movements such as standing in the huge boxes that fall down one by one like dominos.
21625	XIN_ENG_20080421.0057.LDC2009T13	Timor Leste Prime Minister Xanana Gusmao-23	jobTitle	prime minister-21	1		Reinado was killed in one of two simultaneous attacks on Feb. 11 which targeted both Horta and Timor Leste Prime Minister Xanana Gusmao.
21625	XIN_ENG_20080421.0057.LDC2009T13	Timor Leste Prime Minister Xanana Gusmao-23	nationality	timor leste-19	1		Reinado was killed in one of two simultaneous attacks on Feb. 11 which targeted both Horta and Timor Leste Prime Minister Xanana Gusmao.
21659	XIN_ENG_20080423.0260.LDC2009T13	Wang Yulong, vice president of Chinese Wushu Association-9	jobTitle	vice president-5	1		Wang Yulong, vice president of Chinese Wushu Association, who also presented the ceremony, spoke highly of the development of wushu in South Asia as well as Southeast Asia.
21670	XIN_ENG_20080513.0297.LDC2009T13	Thai tourist-14	nationality	thai-13	1		The tourism bureau of Shenzhen city said that two Chinese-Americans and one Thai tourist were also missing.
21732	XIN_ENG_20080706.0027.LDC2009T13	Sami Abu Zuhri, Hamas spokesman-26	jobTitle	spokesman-26	1		"Israel would be playing with fire in case it carries out any military action against Gaza," said Sami Abu Zuhri, Hamas spokesman in Gaza, adding "The occupation (Israel) should think carefully before carrying out such an action."
21734	XIN_ENG_20080706.0027.LDC2009T13	Palestinian militants-19	nationality	palestinian-18	1		Israel agreed to stop military actions in Gaza and lifting blockade against Gaza in exchange for the Palestinian militants stopping homemade rocket attacks on Israel.
21770	XIN_ENG_20080729.0322.LDC2009T13	British canoist David Florence-20	nationality	british-17	1		"The water course is very good, but it is tricky and tough," British canoist David Florence said after a one-hour afternoon training session at the Shunyi Olympic Rowing and Canoeing Park, venue for the Olympic rowing, canoeing, and marathon swimming events.
21783	XIN_ENG_20080808.0267.LDC2009T13	Ciara Peelo, Ireland's most dedicated Laser Radial sailor-10	nationality	ireland-4	1		Ciara Peelo, Ireland's most dedicated Laser Radial sailor, will lead the 51-strong Olympic team at the National Stadium in Beijing.
21876	XIN_ENG_20080816.0437.LDC2009T13	Chinese veteran shooter-17	nationality	chinese-15	1		"Hancock is not only talented, he is a genius," said Chinese veteran shooter Zhang Shan, gold medalist in skeet at the 1992 Barcelona Olympics.
21884	XIN_ENG_20080818.0408.LDC2009T13	German brothers Jan-Peter Peckolt-19	nationality	german-16	1		Athens 49er medalists Iker Martinez and Xabier Fernandez of Spain took the silver medal and German brothers Jan-Peter Peckolt and Hannes Peckolt claimed the bronze medal.
21905	XIN_ENG_20080831.0032.LDC2009T13	Egyptian intelligence chief Omar Suleiman-5	nationality	egyptian-1	1		Egyptian intelligence chief Omar Suleiman held talks on Sunday with a delegation of the Popular Front for the Liberation of Palestine (PFLP) on means to settle the current inter-Palestinian crisis, the Egyptian MENA news agency reported.
21938	XIN_ENG_20080910.0183.LDC2009T13	Siena Research Institute-4	city	siena-2	1		The Siena Research Institute was quoted as saying that 40 percent of the people surveyed see a strong national economy adjusting to return to long-term financial health, and 52 percent do not.
21951	XIN_ENG_20080911.0076.LDC2009T13	Osaka Securities Exchange-5	city	osaka-3	1		On the Osaka Securities Exchange, the near-term September Nikkei 225 index futures contract went down 210 points to 12,120.
22016	XIN_ENG_20080920.0110.LDC2009T13	Munich newspaper-8	city	munich-7	1		In a separate interview with a Munich newspaper, Muenchner Merkur, to be published on Monday, Merkel criticized the United States and British governments for obstructing Germany's efforts in the first half of 2007 to bring greater transparency to the markets.
22099	XIN_ENG_20081105.0263.LDC2009T13	Senator Obama-20	jobTitle	senator-19	1		"On behalf of the European Commission and on my own behalf, I would like to congratulate Senator Obama on becoming the 44th president of the United States of America," Barroso said in a short statement.
22108	XIN_ENG_20081111.0103.LDC2009T13	Indian leaders-31	nationality	indian-30	1		COLOMBO, Nov. 10 (Xinhua) -- Sri Lankan President Mahinda Rajapakse departed here Monday heading for the Indian capital of New Delhi via the Maldives to meet Indian leaders, officials said.
22108	XIN_ENG_20081111.0103.LDC2009T13	Sri Lankan President Mahinda Rajapakse-13	jobTitle	president-11	1		COLOMBO, Nov. 10 (Xinhua) -- Sri Lankan President Mahinda Rajapakse departed here Monday heading for the Indian capital of New Delhi via the Maldives to meet Indian leaders, officials said.
22108	XIN_ENG_20081111.0103.LDC2009T13	Sri Lankan President Mahinda Rajapakse-13	nationality	sri lankan-10	1		COLOMBO, Nov. 10 (Xinhua) -- Sri Lankan President Mahinda Rajapakse departed here Monday heading for the Indian capital of New Delhi via the Maldives to meet Indian leaders, officials said.
22112	XIN_ENG_20081111.0103.LDC2009T13	Indian Prime Minister Manmohan Singh-13	jobTitle	prime minister-11	1		In New Delhi, Rajapakse is to meet Indian Prime Minister Manmohan Singh on the sidelines of the BIMSTEC summit.
22112	XIN_ENG_20081111.0103.LDC2009T13	Indian Prime Minister Manmohan Singh-13	nationality	indian-9	1		In New Delhi, Rajapakse is to meet Indian Prime Minister Manmohan Singh on the sidelines of the BIMSTEC summit.
22114	XIN_ENG_20081111.0103.LDC2009T13	Sri Lankan president-4	nationality	sri lankan-3	1		The Sri Lankan president is expected to apprise Indian leaders on his government's political package to be offered to the Tamil minority after the conclusion of military action.
22114	XIN_ENG_20081111.0103.LDC2009T13	Indian leaders-10	nationality	indian-9	1		The Sri Lankan president is expected to apprise Indian leaders on his government's political package to be offered to the Tamil minority after the conclusion of military action.
22119	XIN_ENG_20081111.0302.LDC2009T13	Shanghai Stock Exchange-11	city	shanghai-9	1		China's benchmark Shanghai Composite Index on the Shanghai Stock Exchange closed at 1,843.61 points on Tuesday, down 31.19 points, or 1.66 percent, from the previous close.
22192	XIN_ENG_20081223.0324.LDC2009T13	Chinese legislators-2	nationality	chinese-1	1		Chinese legislators are considering imposing harsher penalties on animal breeders and pet owners whose animals attack people under a tort draft submitted to the 11th National People's Congress (NPC) Standing Committee for a second reading Monday
55	AFP_ENG_20070104.0548.LDC2009T13	week Zalmay Khalilzad, the US ambassador-12	nationality	the us-11		1	He also will nominate next week Zalmay Khalilzad, the US ambassador to Iraq, to be the new top US diplomat at the United Nations, a senior US official said.
83	AFP_ENG_20070118.0061.LDC2009T13	Jewish state-35	religion	jewish-34		1	Halutz resigned Wednesday over this summer's war in Lebanon, which came under fire in Israel for not meeting its objectives of freeing captive Israeli soldiers and stopping Hezbollah from attacking the Jewish state.
117	AFP_ENG_20070123.0201.LDC2009T13	Japan, Taiwan's former colonial ruler-12	nationality	taiwan-8		1	Wu pays annual visits to Japan, Taiwan's former colonial ruler.
117	AFP_ENG_20070123.0201.LDC2009T13	Japan, Taiwan's former colonial ruler-12	nationality	japan-6		1	Wu pays annual visits to Japan, Taiwan's former colonial ruler.
625	AFP_ENG_20070424.0518.LDC2009T13	Slovenian brown bear-4	nationality	slovenian-2		1	A Slovenian brown bear imported to France last year has given birth to two cubs, the French hunting and wildlife agency, ONCFS, said Tuesday.
966	AFP_ENG_20070628.0053.LDC2009T13	Tokyo Stock Exchange's benchmark Nikkei-225 index of leading shares-11	city	tokyo-2		1	The Tokyo Stock Exchange's benchmark Nikkei-225 index of leading shares added 82.99 points to 17,932.27.
986	AFP_ENG_20070702.0334.LDC2009T13	Greek private carrier Aegean Airlines (25 percent)-28	nationality	greek-20		1	Greek national carrier Olympic Airlines is the airport's premier user with 34 percent of resources, followed by Greek private carrier Aegean Airlines (25 percent) and Germany's Lufthansa (three percent).
1394	AFP_ENG_20070917.0048.LDC2009T13	nieces, their lawyer-33	jobTitle	lawyer-33		1	Mpozagara and his wife were each fined 10,000 euros (13,869 dollars) and ordered to pay 24,000 euros in damages and interest to the elder of the two nieces, their lawyer Patrick Caillet told AFP.
1420	AFP_ENG_20070920.0737.LDC2009T13	Lebanon's neighbor-21	nationality	lebanon-19		1	Ghanem's murder was the latest in a string of attacks since October 2004 against prominent critics of Lebanon's neighbor and former powerbroker Syria, and his colleagues were quick to point the finger of blame at Damascus.
1460	AFP_ENG_20071004.0237.LDC2009T13	Polish film director Andrzej Wajda, whose father-8	nationality	polish-1		1	Polish film director Andrzej Wajda, whose father was killed in the massacres and who has just released a film about it called simply "Katyn", called for a postponement in a letter in the daily Gazeta Wyborcza on Thursday.
1464	AFP_ENG_20071004.0237.LDC2009T13	Prime Minister Jaroslaw Kaczynski, the president-10	jobTitle	prime minister-5		1	Earlier Thursday, Prime Minister Jaroslaw Kaczynski, the president's identical twin, had ruled out a postponement.
1464	AFP_ENG_20071004.0237.LDC2009T13	Prime Minister Jaroslaw Kaczynski, the president-10	jobTitle	president-10		1	Earlier Thursday, Prime Minister Jaroslaw Kaczynski, the president's identical twin, had ruled out a postponement.
1497	AFP_ENG_20071030.0639.LDC2009T13	the US Federal Reserve-25	nationality	the us-23		1	Japanese share prices fell 0.70 percent in morning trade Tuesday as investors locked in recent gains, waiting to see if the US Federal Reserve will cut interest rates later this week, dealers said.
1499	AFP_ENG_20071030.0639.LDC2009T13	Tokyo Stock Exchange's benchmark Nikkei-225 index of leading shares-11	city	tokyo-2		1	The Tokyo Stock Exchange's benchmark Nikkei-225 index of leading shares fell 117.44 points to 16,580.64 by the lunch break, a day after jumping almost 1.2 percent to a one-week high.
1509	AFP_ENG_20071030.0639.LDC2009T13	Japan's largest drug maker, Takeda Pharmaceutical Co-16	nationality	japan-8		1	The pharmaceutical sector led the decliners after Japan's largest drug maker, Takeda Pharmaceutical Co, said Monday it is expecting a delay in the launch of a treatment for high cholesterol in the US.
1610	AFP_ENG_20071119.0091.LDC2009T13	Zimbabwe's relations-3	nationality	zimbabwe-1		1	Zimbabwe's relations with Britain were strained after the south African nation launched controversial land reforms in 2000, seizing farms from white farmers -- the majority of them of British descent -- to give to black farmers.
1625	AFP_ENG_20071119.0323.LDC2009T13	US Deputy Secretary of State John Negroponte and Musharraf and other senior officials-21	nationality	us-9		1	It followed a weekend of face-to-face talks between US Deputy Secretary of State John Negroponte and Musharraf and other senior officials.
1822	AFP_ENG_20071223.0235.LDC2009T13	Italian giants-30	nationality	italian-29		1	FIFA world player of the year Kaka has said he would like to extend his contract with AC Milan until 2013 as well as becoming captain of the Italian giants.
1927	AFP_ENG_20080118.0419.LDC2009T13	Russian Elena-22	nationality	russian-21		1	A dominant Williams strolled to 6-3, 6-4 win over Victoria Azarenka of Belarus while a pumped-up Sharapova downed fellow Russian Elena Vesnina 6-3, 6-0.
2011	AFP_ENG_20080124.0706.LDC2009T13	French banking giant Societe Generale-5	nationality	french-1		1	French banking giant Societe Generale reported Thursday losses of almost seven billion euros (over 10 billion dollars) blamed on brokerage fraud and the sub- prime mortgage crisis in the United States.
2013	AFP_ENG_20080124.0706.LDC2009T13	Paris headquarters-28	city	paris-27		1	Societe General said it would raise 5.5 billion euros of capital in the coming weeks and announced a press conference later in the day at its Paris headquarters.
2202	AFP_ENG_20080318.0513.LDC2009T13	Thailand's biggest mobile phone operator, Advanced Info Service-20	nationality	thailand-11		1	Thai Airways International edged down 0.25 to 28.50, while Thailand's biggest mobile phone operator, Advanced Info Service, fell 1.50 to 98.50.
2220	AFP_ENG_20080319.0687.LDC2009T13	College, London-53	city	london-53		1	He became an early member of the British Interplanetary Society, a group of dreamers who met to discuss ways of putting a man on the moon, performed war service as an RAF lieutenant working in radar, and acquired a postwar physics and maths degree from King's College, London.
2432	AFP_ENG_20080419.0124.LDC2009T13	Kim and President George W. Bush-6	jobTitle	president-3		1	Kim and President George W. Bush spoke to reporters at the end of their two-day summit designed to promote a huge free trade pact and plans to dismantle North Korea's nuclear programs.
3317	AFP_ENG_20080813.0305.LDC2009T13	Georgia victims-8	province	georgia-7		1	Norway announces more humanitarian aid to Georgia victims
3323	AFP_ENG_20080813.0638.LDC2009T13	Japanese property developer Urban Corp.-5	nationality	japanese-1		1	Japanese property developer Urban Corp. collapsed Wednesday with debts of 2.4 billion dollars due to a slump in the housing market, the biggest bankruptcy in Japan this year.
3348	AFP_ENG_20080816.0588.LDC2009T13	leader Hyleas Fountain of the United States, whose best-30	nationality	united states-27		1	Dobrynska jumped a lead of 6.63m for 1049 points to take her total to 5045pts, 16 ahead of overnight leader Hyleas Fountain of the United States, whose best jump was measured at 6.38m.
3511	AFP_ENG_20080911.0307.LDC2009T13	Ethiopian dictator Haile Mengistu Mariam, whose regime-18	nationality	ethiopian-11		1	Osman was a member of the EPLF, which fought Ethiopian dictator Haile Mengistu Mariam, whose regime slaughtered tens of thousands until he was toppled in 1991.
3770	AFP_ENG_20081008.0182.LDC2009T13	sergeant and nine-year veteran of the US military-12	jobTitle	sergeant-5		1	Hart is a former sergeant and nine-year veteran of the US military who served in the Middle East as part of Operation Iraqi Freedom.
4005	AFP_ENG_20081103.0042.LDC2009T13	Palos Verdes neighborhood of southwest Los Angeles-34	city	los angeles-34		1	Silva said he had hurt his hand after falling to the ground when Reeves mowed his car into him on March 19, 2007 in the posh Palos Verdes neighborhood of southwest Los Angeles.
4283	AFP_ENG_20081128.0158.LDC2009T13	URGENT ¥¥¥ US rabbi, wife-7	nationality	us-4		1	URGENT ¥¥¥ US rabbi, wife killed in Mumbai: Jewish group
4393	AFP_ENG_20081217.0112.LDC2009T13	Swiss watchmaker Rolex-4	nationality	swiss-2		1	Luxury Swiss watchmaker Rolex announced Wednesday the surprise departure of its chief executive, Patrick Heiniger, who has overseen the group for the last 16 years.
4396	AFP_ENG_20081217.0112.LDC2009T13	Swiss newspaper Egefi-3	nationality	swiss-1		1	Swiss newspaper Egefi linked Heiniger's departure to the Bernard Madoff scandal in the United States, but the report published Wednesday was denied by Rolex.
4782	APW_ENG_20070102.0010.LDC2009T13	Islam Karimov-2	religion	islam-1		1	Islam Karimov -- EES'-lahm kah-REE'-mahv
5293	APW_ENG_20070114.0347.LDC2009T13	U.S.'s seventh-biggest trading partner-17	nationality	u.s.-13		1	South Korea, the world's 10th-largest economy, is already the U.S.'s seventh-biggest trading partner.
5659	APW_ENG_20070130.0743.LDC2009T13	Afghanistan Ronald Neumann-10	nationality	afghanistan-8		1	Earlier this month, U.S. Ambassador to Afghanistan Ronald Neumann said the country has eradicated 1,483 acres (593 hectares) of poppies so far this year -- compared to none by the same time last year.
5782	APW_ENG_20070202.1061.LDC2009T13	North Korea relations-5	nationality	north korea-4		1	U.S., North Korea relations improving ahead of nuclear talks, South Korean official says
5827	APW_ENG_20070202.1273.LDC2009T13	American Idol-27	nationality	american-26		1	Sen. Barack Obama began his speech to members of the Democratic National Committee with a joke about how the contest feels a little like "American Idol" or "Survivor" reality shows.
5854	APW_ENG_20070204.0494.LDC2009T13	Saudi King Abdullah, the highest-profile mediation effort-37	nationality	saudi-30		1	Abbas and Hamas' supreme leader in exile, Khaled Mashaal, are to meet in Islam's holy city of Mecca on Tuesday for reconciliation talks hosted by Saudi King Abdullah, the highest-profile mediation effort in several weeks of fighting.
5854	APW_ENG_20070204.0494.LDC2009T13	Saudi King Abdullah, the highest-profile mediation effort-37	jobTitle	king-31		1	Abbas and Hamas' supreme leader in exile, Khaled Mashaal, are to meet in Islam's holy city of Mecca on Tuesday for reconciliation talks hosted by Saudi King Abdullah, the highest-profile mediation effort in several weeks of fighting.
6221	APW_ENG_20070302.0519.LDC2009T13	U.S. state of Massachusetts-20	province	massachusetts-20		1	A rape defendant who stabbed his lawyer during jury selection returned to court in the northeastern U.S. state of Massachusetts under heavy security and aggressively asked the attorney: "You still breathing?"
6256	APW_ENG_20070302.0793.LDC2009T13	Belgrade's side-20	city	belgrade-18		1	Skender Hyseni, an ethnic Albanian representative at the talks, said the process was wearisome "because Belgrade's side came with destructive stands and made efforts to introduce a new document."
6816	APW_ENG_20070404.0794.LDC2009T13	century French heroine Joan of Arc-12	nationality	french-8		1	PARIS -- Supposed remains of 15th century French heroine Joan of Arc are, in fact, those of an Egyptian mummy, says an international team of researchers, who used high-tech forensic science to expose the fake.
6816	APW_ENG_20070404.0794.LDC2009T13	Egyptian mummy-22	nationality	egyptian-21		1	PARIS -- Supposed remains of 15th century French heroine Joan of Arc are, in fact, those of an Egyptian mummy, says an international team of researchers, who used high-tech forensic science to expose the fake.
7034	APW_ENG_20070412.0402.LDC2009T13	Angels 4, Indians-4	nationality	indians-4		1	Angels 4, Indians 1
7509	APW_ENG_20070530.0738.LDC2009T13	Jammu-Kashmir state-17	province	jammu-kashmir-16		1	Ollier was speaking at an institute in Srinagar, the summer capital of India's Jammu-Kashmir state, after visiting the earthquake-hit areas in the Indian portion of Kashmir.
7647	APW_ENG_20070611.1129.LDC2009T13	Bradley Wiggins, Britain, Cofidis, 5 hours, 39 minutes, 55 seconds-15	nationality	britain-4		1	Bradley Wiggins, Britain, Cofidis, 5 hours, 39 minutes, 55 seconds.
7655	APW_ENG_20070611.1129.LDC2009T13	Alejandro Valverde, Spain, Caisse-6	nationality	spain-4		1	Alejandro Valverde, Spain, Caisse d'Epargne, :03.
7659	APW_ENG_20070611.1129.LDC2009T13	Tom Boonen, Belgium, Quick-6	nationality	belgium-4		1	Tom Boonen, Belgium, Quick Step, :04.
7737	APW_ENG_20070614.1533.LDC2009T13	French Nuclear Safety Authority-20	nationality	french-17		1	It has not yet been determined whether it was an underdose or an overdose, the French Nuclear Safety Authority said.
7744	APW_ENG_20070614.1533.LDC2009T13	French machines-5	nationality	french-4		1	In the malfunctioning French machines, the margin was found to have increased to 1.25 millimeters, Brainlab said in a statement.
7746	APW_ENG_20070614.1533.LDC2009T13	Dr. Christian Carrie, coordinator of radiotherapy-34	religion	christian-29		1	"This security margin is always used to avoid critical organs: very important parts of the brain such as those that control sight," said Dr. Christian Carrie, coordinator of radiotherapy at the Leon Berard Cancer Centre in Lyon.
7838	APW_ENG_20070625.0979.LDC2009T13	Centre Court-6	city	centre-5		1	Roger Federer came onto Centre Court at Wimbledon dressed like a player from a bygone era.
7918	APW_ENG_20070626.1332.LDC2009T13	Baghdad security plan-16	city	baghdad-14		1	"We hope that members of the House and Senate will give the Baghdad security plan a chance to unfold," said White House spokesman Tony Snow.
7996	APW_ENG_20070703.1244.LDC2009T13	general, a close U.S. ally-9	nationality	u.s.-8		1	Plans for the general, a close U.S. ally who seized power in a 1999 coup, to ask lawmakers for a new five-year term this fall are in doubt because of a political row over his attempt to fire the country's top judge.
8300	APW_ENG_20070716.0794.LDC2009T13	President Ronald Reagan with one of Poland's highest distinctions-24	jobTitle	president-15		1	During his three-day U.S. visit, Kaczynski is also scheduled to honor the late President Ronald Reagan with one of Poland's highest distinctions, presenting his widow Nancy Reagan with the Order of the White Eagle in Los Angeles on Tuesday.
8465	APW_ENG_20070731.0997.LDC2009T13	U.S. Fed-3	nationality	u.s.-2		1	The U.S. Fed has left its benchmark rate unchanged at 5.25 percent for a year after two years of steady increases even as the ECB and Bank of England raised the cost of borrowing.
8931	APW_ENG_20070904.0901.LDC2009T13	McCain, the Arizona senator whose presidential-7	jobTitle	senator-5		1	McCain, the Arizona senator whose presidential bid has stumbled through the summer, countered the Concord High School students with humor.
9028	APW_ENG_20070912.1259.LDC2009T13	Tour de France runner-up Cadel Evans-6	nationality	france-3		1	Tour de France runner-up Cadel Evans is in third place, trailing Menchov by 2:27.
9684	APW_ENG_20071210.0979.LDC2009T13	U.S. Federal Reserve-22	nationality	u.s.-20		1	The euro rose against the U.S. dollar Monday, at the start of a week that could see the U.S. Federal Reserve cut interest rates again.
9744	APW_ENG_20071214.1098.LDC2009T13	President Mahmoud Abbas, U.S. Secretary of State Condoleezza Rice, Mideast envoy Tony Blair and United Nations Secretary-General Ban Ki-moon-22	jobTitle	president-2		1	Palestinian President Mahmoud Abbas, U.S. Secretary of State Condoleezza Rice, Mideast envoy Tony Blair and United Nations Secretary-General Ban Ki-moon are among the participants from dozens of countries and institutions.
9744	APW_ENG_20071214.1098.LDC2009T13	President Mahmoud Abbas, U.S. Secretary of State Condoleezza Rice, Mideast envoy Tony Blair and United Nations Secretary-General Ban Ki-moon-22	nationality	u.s.-6		1	Palestinian President Mahmoud Abbas, U.S. Secretary of State Condoleezza Rice, Mideast envoy Tony Blair and United Nations Secretary-General Ban Ki-moon are among the participants from dozens of countries and institutions.
9921	APW_ENG_20080109.0836.LDC2009T13	Jewish state-16	religion	jewish-15		1	The Palestinians have balked at Israel's demand that they recognize Israel as a Jewish state, amid concerns that this would block future negotiations on the fate of Palestinian refugees who lost their homes in the war that surrounded Israel's establishment in 1948.
10058	APW_ENG_20080206.0199.LDC2009T13	Rio Tinto Ltd.-19	city	rio-17		1	The offer applies to both companies in the Rio Tinto Group, the Australian- listed company Rio Tinto Ltd. and British-listed Rio Tinto PLC.
10058	APW_ENG_20080206.0199.LDC2009T13	Rio Tinto PLC-24	city	rio-22		1	The offer applies to both companies in the Rio Tinto Group, the Australian- listed company Rio Tinto Ltd. and British-listed Rio Tinto PLC.
10058	APW_ENG_20080206.0199.LDC2009T13	Rio Tinto Group, the Australian- listed company-16	city	rio-9		1	The offer applies to both companies in the Rio Tinto Group, the Australian- listed company Rio Tinto Ltd. and British-listed Rio Tinto PLC.
10064	APW_ENG_20080206.0199.LDC2009T13	Rio Tinto Chairman Paul Skinner-5	city	rio-1		1	Rio Tinto Chairman Paul Skinner said the company would carefully consider BHP Billiton's latest offer, and asked shareholders not to take any action yet.
